Store,Date,fcst_revenue,WEEk
S0088,10/23/2019,203,43
S0088,10/24/2019,196,43
S0088,10/25/2019,203,43
S0088,10/26/2019,201,43
S0088,10/27/2019,203,44
S0088,10/28/2019,172,44
S0088,10/29/2019,173,44
S0088,10/30/2019,172,44
S0088,10/31/2019,168,44
S0089,10/1/2019,76,40
S0089,10/2/2019,76,40
S0089,10/3/2019,71,40
S0089,10/4/2019,75,40
S0089,10/5/2019,103,40
S0089,10/6/2019,92,41
S0089,10/7/2019,74,41
S0089,10/8/2019,73,41
S0089,10/9/2019,73,41
S0089,10/10/2019,68,41
S0089,10/11/2019,72,41
S0089,10/12/2019,94,41
S0089,10/13/2019,93,42
S0089,10/14/2019,81,42
S0089,10/15/2019,80,42
S0089,10/16/2019,80,42
S0089,10/17/2019,75,42
S0089,10/18/2019,79,42
S0089,10/19/2019,79,42
S0089,10/20/2019,79,43
S0089,10/21/2019,82,43
S0089,10/22/2019,82,43
S0089,10/23/2019,82,43
S0089,10/24/2019,77,43
S0089,10/25/2019,81,43
S0089,10/26/2019,81,43
S0089,10/27/2019,80,44
S0089,10/28/2019,71,44
S0089,10/29/2019,70,44
S0089,10/30/2019,70,44
S0089,10/31/2019,65,44
S0091,10/1/2019,294,40
S0091,10/2/2019,300,40
S0091,10/3/2019,273,40
S0091,10/4/2019,298,40
S0091,10/5/2019,326,40
S0091,10/6/2019,327,41
S0091,10/7/2019,288,41
S0091,10/8/2019,296,41
S0091,10/9/2019,286,41
S0091,10/10/2019,258,41
S0091,10/11/2019,283,41
S0091,10/12/2019,310,41
S0091,10/13/2019,309,42
S0091,10/14/2019,308,42
S0091,10/15/2019,307,42
S0091,10/16/2019,306,42
S0091,10/17/2019,278,42
S0091,10/18/2019,303,42
S0091,10/19/2019,302,42
S0091,10/20/2019,300,43
S0091,10/21/2019,321,43
S0091,10/22/2019,320,43
S0091,10/23/2019,319,43
S0091,10/24/2019,291,43
S0091,10/25/2019,316,43
S0091,10/26/2019,315,43
S0091,10/27/2019,314,44
S0091,10/28/2019,253,44
S0091,10/29/2019,252,44
S0091,10/30/2019,251,44
S0091,10/31/2019,223,44
S0092,10/1/2019,207,40
S0092,10/2/2019,171,40
S0092,10/3/2019,176,40
S0092,10/4/2019,177,40
S0092,10/5/2019,191,40
S0092,10/6/2019,194,41
S0092,10/7/2019,175,41
S0092,10/8/2019,207,41
S0092,10/9/2019,171,41
S0092,10/10/2019,176,41
S0092,10/11/2019,177,41
S0092,10/12/2019,191,41
S0092,10/13/2019,194,42
S0092,10/14/2019,175,42
S0092,10/15/2019,207,42
S0092,10/16/2019,171,42
S0092,10/17/2019,176,42
S0092,10/18/2019,177,42
S0092,10/19/2019,191,42
S0092,10/20/2019,194,43
S0092,10/21/2019,175,43
S0092,10/22/2019,207,43
S0092,10/23/2019,171,43
S0092,10/24/2019,176,43
S0092,10/25/2019,177,43
S0092,10/26/2019,191,43
S0092,10/27/2019,194,44
S0092,10/28/2019,175,44
S0092,10/29/2019,207,44
S0092,10/30/2019,171,44
S0092,10/31/2019,176,44
S0094,10/1/2019,799,40
S0094,10/2/2019,798,40
S0094,10/3/2019,732,40
S0094,10/4/2019,797,40
S0094,10/5/2019,1115,40
S0094,10/6/2019,1122,41
S0094,10/7/2019,798,41
S0094,10/8/2019,769,41
S0094,10/9/2019,796,41
S0094,10/10/2019,730,41
S0094,10/11/2019,795,41
S0094,10/12/2019,1160,41
S0094,10/13/2019,1159,42
S0094,10/14/2019,912,42
S0094,10/15/2019,911,42
S0094,10/16/2019,910,42
S0094,10/17/2019,844,42
S0094,10/18/2019,909,42
S0094,10/19/2019,908,42
S0094,10/20/2019,907,43
S0094,10/21/2019,886,43
S0094,10/22/2019,885,43
S0094,10/23/2019,884,43
S0094,10/24/2019,817,43
S0094,10/25/2019,882,43
S0094,10/26/2019,881,43
S0094,10/27/2019,881,44
S0094,10/28/2019,775,44
S0094,10/29/2019,774,44
S0094,10/30/2019,773,44
S0094,10/31/2019,707,44
S0095,10/1/2019,1056,40
S0095,10/2/2019,1108,40
S0095,10/3/2019,1023,40
S0095,10/4/2019,1112,40
S0095,10/5/2019,1292,40
S0095,10/6/2019,1213,41
S0095,10/7/2019,1114,41
S0095,10/8/2019,1160,41
S0095,10/9/2019,1123,41
S0095,10/10/2019,1066,41
S0095,10/11/2019,1132,41
S0095,10/12/2019,1211,41
S0095,10/13/2019,1208,42
S0095,10/14/2019,1135,42
S0095,10/15/2019,1132,42
S0095,10/16/2019,1139,42
S0095,10/17/2019,1065,42
S0095,10/18/2019,1140,42
S0095,10/19/2019,1135,42
S0095,10/20/2019,1137,43
S0095,10/21/2019,1144,43
S0095,10/22/2019,1144,43
S0095,10/23/2019,1138,43
S0095,10/24/2019,1065,43
S0095,10/25/2019,1128,43
S0095,10/26/2019,1125,43
S0095,10/27/2019,1117,44
S0095,10/28/2019,1101,44
S0095,10/29/2019,1093,44
S0095,10/30/2019,1088,44
S0095,10/31/2019,1010,44
S0097,10/1/2019,1368,40
S0097,10/2/2019,1294,40
S0097,10/3/2019,1344,40
S0097,10/4/2019,1276,40
S0097,10/5/2019,1716,40
S0097,10/6/2019,1696,41
S0097,10/7/2019,1274,41
S0097,10/8/2019,1170,41
S0097,10/9/2019,1254,41
S0097,10/10/2019,1303,41
S0097,10/11/2019,1233,41
S0097,10/12/2019,1674,41
S0097,10/13/2019,1663,42
S0097,10/14/2019,1401,42
S0097,10/15/2019,1390,42
S0097,10/16/2019,1379,42
S0097,10/17/2019,1428,42
S0097,10/18/2019,1357,42
S0097,10/19/2019,1346,42
S0097,10/20/2019,1335,43
S0097,10/21/2019,1466,43
S0097,10/22/2019,1455,43
S0097,10/23/2019,1445,43
S0097,10/24/2019,1494,43
S0097,10/25/2019,1424,43
S0097,10/26/2019,1414,43
S0097,10/27/2019,1404,44
S0097,10/28/2019,1063,44
S0097,10/29/2019,1054,44
S0097,10/30/2019,1045,44
S0097,10/31/2019,1096,44
S0099,10/1/2019,76,40
S0099,10/2/2019,57,40
S0099,10/3/2019,49,40
S0099,10/4/2019,55,40
S0099,10/5/2019,85,40
S0099,10/6/2019,84,41
S0099,10/7/2019,60,41
S0099,10/8/2019,57,41
S0099,10/9/2019,59,41
S0099,10/10/2019,51,41
S0099,10/11/2019,57,41
S0099,10/12/2019,77,41
S0099,10/13/2019,77,42
S0099,10/14/2019,67,42
S0099,10/15/2019,66,42
S0099,10/16/2019,66,42
S0099,10/17/2019,59,42
S0099,10/18/2019,65,42
S0099,10/19/2019,65,42
S0099,10/20/2019,65,43
S0099,10/21/2019,64,43
S0099,10/22/2019,64,43
S0099,10/23/2019,64,43
S0099,10/24/2019,57,43
S0099,10/25/2019,64,43
S0099,10/26/2019,64,43
S0099,10/27/2019,64,44
S0099,10/28/2019,57,44
S0099,10/29/2019,57,44
S0099,10/30/2019,57,44
S0099,10/31/2019,51,44
S0102,10/1/2019,324,40
S0102,10/2/2019,324,40
S0102,10/3/2019,310,40
S0102,10/4/2019,325,40
S0102,10/5/2019,784,40
S0102,10/6/2019,377,41
S0102,10/7/2019,355,41
S0102,10/8/2019,335,41
S0102,10/9/2019,355,41
S0102,10/10/2019,341,41
S0102,10/11/2019,356,41
S0102,10/12/2019,399,41
S0102,10/13/2019,399,42
S0102,10/14/2019,339,42
S0102,10/15/2019,339,42
S0102,10/16/2019,340,42
S0102,10/17/2019,325,42
S0102,10/18/2019,340,42
S0102,10/19/2019,340,42
S0102,10/20/2019,340,43
S0102,10/21/2019,353,43
S0102,10/22/2019,353,43
S0102,10/23/2019,353,43
S0102,10/24/2019,339,43
S0102,10/25/2019,353,43
S0102,10/26/2019,354,43
S0102,10/27/2019,354,44
S0102,10/28/2019,315,44
S0102,10/29/2019,315,44
S0102,10/30/2019,315,44
S0102,10/31/2019,300,44
S0104,10/1/2019,906,40
S0104,10/2/2019,1076,40
S0104,10/3/2019,982,40
S0104,10/4/2019,962,40
S0104,10/5/2019,1285,40
S0104,10/6/2019,1283,41
S0104,10/7/2019,1016,41
S0104,10/8/2019,940,41
S0104,10/9/2019,1001,41
S0104,10/10/2019,965,41
S0104,10/11/2019,985,41
S0104,10/12/2019,1384,41
S0104,10/13/2019,1376,42
S0104,10/14/2019,1143,42
S0104,10/15/2019,1135,42
S0104,10/16/2019,1128,42
S0104,10/17/2019,1092,42
S0104,10/18/2019,1112,42
S0104,10/19/2019,1104,42
S0104,10/20/2019,1096,43
S0104,10/21/2019,1023,43
S0104,10/22/2019,1016,43
S0104,10/23/2019,1008,43
S0104,10/24/2019,973,43
S0104,10/25/2019,994,43
S0104,10/26/2019,987,43
S0104,10/27/2019,980,44
S0104,10/28/2019,758,44
S0104,10/29/2019,751,44
S0104,10/30/2019,745,44
S0104,10/31/2019,711,44
S0107,10/1/2019,371,40
S0107,10/2/2019,299,40
S0107,10/3/2019,294,40
S0107,10/4/2019,347,40
S0107,10/5/2019,447,40
S0107,10/6/2019,362,41
S0107,10/7/2019,348,41
S0107,10/8/2019,332,41
S0107,10/9/2019,331,41
S0107,10/10/2019,336,41
S0107,10/11/2019,334,41
S0107,10/12/2019,339,41
S0107,10/13/2019,337,42
S0107,10/14/2019,334,42
S0107,10/15/2019,330,42
S0107,10/16/2019,327,42
S0107,10/17/2019,326,42
S0107,10/18/2019,323,42
S0107,10/19/2019,320,42
S0107,10/20/2019,319,43
S0107,10/21/2019,320,43
S0107,10/22/2019,318,43
S0107,10/23/2019,318,43
S0107,10/24/2019,318,43
S0107,10/25/2019,316,43
S0107,10/26/2019,316,43
S0107,10/27/2019,316,44
S0107,10/28/2019,288,44
S0107,10/29/2019,288,44
S0107,10/30/2019,289,44
S0107,10/31/2019,290,44
S0108,10/1/2019,596,40
S0108,10/2/2019,622,40
S0108,10/3/2019,591,40
S0108,10/4/2019,606,40
S0108,10/5/2019,870,40
S0108,10/6/2019,798,41
S0108,10/7/2019,655,41
S0108,10/8/2019,625,41
S0108,10/9/2019,658,41
S0108,10/10/2019,637,41
S0108,10/11/2019,658,41
S0108,10/12/2019,873,41
S0108,10/13/2019,873,42
S0108,10/14/2019,774,42
S0108,10/15/2019,774,42
S0108,10/16/2019,774,42
S0108,10/17/2019,754,42
S0108,10/18/2019,775,42
S0108,10/19/2019,775,42
S0108,10/20/2019,775,43
S0108,10/21/2019,740,43
S0108,10/22/2019,740,43
S0108,10/23/2019,740,43
S0108,10/24/2019,719,43
S0108,10/25/2019,740,43
S0108,10/26/2019,740,43
S0108,10/27/2019,740,44
S0108,10/28/2019,632,44
S0108,10/29/2019,632,44
S0108,10/30/2019,632,44
S0108,10/31/2019,611,44
S0109,10/1/2019,369,40
S0109,10/2/2019,300,40
S0109,10/3/2019,295,40
S0109,10/4/2019,314,40
S0109,10/5/2019,330,40
S0109,10/6/2019,355,41
S0109,10/7/2019,301,41
S0109,10/8/2019,377,41
S0109,10/9/2019,308,41
S0109,10/10/2019,303,41
S0109,10/11/2019,322,41
S0109,10/12/2019,338,41
S0109,10/13/2019,363,42
S0109,10/14/2019,309,42
S0109,10/15/2019,385,42
S0109,10/16/2019,316,42
S0109,10/17/2019,311,42
S0109,10/18/2019,330,42
S0109,10/19/2019,346,42
S0109,10/20/2019,371,43
S0109,10/21/2019,317,43
S0109,10/22/2019,393,43
S0109,10/23/2019,324,43
S0109,10/24/2019,319,43
S0109,10/25/2019,338,43
S0109,10/26/2019,354,43
S0109,10/27/2019,379,44
S0109,10/28/2019,325,44
S0109,10/29/2019,401,44
S0109,10/30/2019,332,44
S0109,10/31/2019,327,44
S0120,10/1/2019,72,40
S0120,10/2/2019,76,40
S0120,10/3/2019,69,40
S0120,10/4/2019,77,40
S0120,10/5/2019,85,40
S0120,10/6/2019,88,41
S0120,10/7/2019,80,41
S0120,10/8/2019,85,41
S0120,10/9/2019,80,41
S0120,10/10/2019,74,41
S0120,10/11/2019,81,41
S0120,10/12/2019,91,41
S0120,10/13/2019,92,42
S0120,10/14/2019,82,42
S0120,10/15/2019,83,42
S0120,10/16/2019,83,42
S0120,10/17/2019,77,42
S0120,10/18/2019,84,42
S0120,10/19/2019,84,42
S0120,10/20/2019,85,43
S0120,10/21/2019,88,43
S0120,10/22/2019,89,43
S0120,10/23/2019,89,43
S0120,10/24/2019,82,43
S0120,10/25/2019,90,43
S0120,10/26/2019,90,43
S0120,10/27/2019,90,44
S0120,10/28/2019,92,44
S0120,10/29/2019,92,44
S0120,10/30/2019,92,44
S0120,10/31/2019,85,44
S0122,10/1/2019,276,40
S0122,10/2/2019,285,40
S0122,10/3/2019,271,40
S0122,10/4/2019,283,40
S0122,10/5/2019,337,40
S0122,10/6/2019,330,41
S0122,10/7/2019,289,41
S0122,10/8/2019,277,41
S0122,10/9/2019,289,41
S0122,10/10/2019,277,41
S0122,10/11/2019,289,41
S0122,10/12/2019,351,41
S0122,10/13/2019,351,42
S0122,10/14/2019,318,42
S0122,10/15/2019,318,42
S0122,10/16/2019,318,42
S0122,10/17/2019,306,42
S0122,10/18/2019,318,42
S0122,10/19/2019,318,42
S0122,10/20/2019,318,43
S0122,10/21/2019,314,43
S0122,10/22/2019,314,43
S0122,10/23/2019,314,43
S0122,10/24/2019,303,43
S0122,10/25/2019,315,43
S0122,10/26/2019,315,43
S0122,10/27/2019,315,44
S0122,10/28/2019,295,44
S0122,10/29/2019,295,44
S0122,10/30/2019,295,44
S0122,10/31/2019,283,44
S0126,10/1/2019,559,40
S0126,10/2/2019,534,40
S0126,10/3/2019,523,40
S0126,10/4/2019,532,40
S0126,10/5/2019,711,40
S0126,10/6/2019,614,41
S0126,10/7/2019,555,41
S0126,10/8/2019,544,41
S0126,10/9/2019,551,41
S0126,10/10/2019,539,41
S0126,10/11/2019,547,41
S0126,10/12/2019,595,41
S0126,10/13/2019,593,42
S0126,10/14/2019,597,42
S0126,10/15/2019,594,42
S0126,10/16/2019,592,42
S0126,10/17/2019,579,42
S0126,10/18/2019,587,42
S0126,10/19/2019,585,42
S0126,10/20/2019,582,43
S0126,10/21/2019,578,43
S0126,10/22/2019,575,43
S0126,10/23/2019,573,43
S0126,10/24/2019,560,43
S0126,10/25/2019,568,43
S0126,10/26/2019,565,43
S0126,10/27/2019,563,44
S0126,10/28/2019,490,44
S0126,10/29/2019,487,44
S0126,10/30/2019,485,44
S0126,10/31/2019,472,44
S0131,10/1/2019,257,40
S0131,10/2/2019,283,40
S0131,10/3/2019,265,40
S0131,10/4/2019,266,40
S0131,10/5/2019,295,40
S0131,10/6/2019,305,41
S0131,10/7/2019,283,41
S0131,10/8/2019,283,41
S0131,10/9/2019,283,41
S0131,10/10/2019,267,41
S0131,10/11/2019,283,41
S0131,10/12/2019,341,41
S0131,10/13/2019,341,42
S0131,10/14/2019,301,42
S0131,10/15/2019,301,42
S0131,10/16/2019,301,42
S0131,10/17/2019,284,42
S0131,10/18/2019,300,42
S0131,10/19/2019,300,42
S0131,10/20/2019,300,43
S0131,10/21/2019,314,43
S0131,10/22/2019,314,43
S0131,10/23/2019,314,43
S0131,10/24/2019,297,43
S0131,10/25/2019,313,43
S0131,10/26/2019,313,43
S0131,10/27/2019,312,44
S0131,10/28/2019,270,44
S0131,10/29/2019,269,44
S0131,10/30/2019,269,44
S0131,10/31/2019,252,44
S0132,10/1/2019,454,40
S0132,10/2/2019,507,40
S0132,10/3/2019,493,40
S0132,10/4/2019,493,40
S0132,10/5/2019,504,40
S0132,10/6/2019,593,41
S0132,10/7/2019,547,41
S0132,10/8/2019,516,41
S0132,10/9/2019,547,41
S0132,10/10/2019,523,41
S0132,10/11/2019,549,41
S0132,10/12/2019,627,41
S0132,10/13/2019,628,42
S0132,10/14/2019,582,42
S0132,10/15/2019,582,42
S0132,10/16/2019,582,42
S0132,10/17/2019,558,42
S0132,10/18/2019,583,42
S0132,10/19/2019,584,42
S0132,10/20/2019,584,43
S0132,10/21/2019,587,43
S0132,10/22/2019,587,43
S0132,10/23/2019,588,43
S0132,10/24/2019,563,43
S0132,10/25/2019,588,43
S0132,10/26/2019,589,43
S0132,10/27/2019,589,44
S0132,10/28/2019,503,44
S0132,10/29/2019,503,44
S0132,10/30/2019,503,44
S0132,10/31/2019,479,44
S0136,9/29/2019,48.89,40
S0136,9/30/2019,30.59,40
S0136,10/1/2019,30.21,40
S0136,10/2/2019,28.35,40
S0136,10/3/2019,24.86,40
S0136,10/4/2019,31.38,40
S0136,10/5/2019,28,40
S0136,10/6/2019,17,41
S0136,10/7/2019,30.59,41
S0136,10/8/2019,30.21,41
S0136,10/9/2019,28.35,41
S0136,10/10/2019,24.86,41
S0136,10/11/2019,31.38,41
S0136,10/12/2019,12,41
S0136,10/13/2019,11,42
S0136,10/14/2019,30.59,42
S0136,10/15/2019,30.21,42
S0136,10/16/2019,28.35,42
S0136,10/17/2019,24.86,42
S0136,10/18/2019,31.38,42
S0136,10/19/2019,49.24,42
S0141,10/1/2019,65,40
S0141,10/2/2019,61,40
S0141,10/3/2019,62,40
S0141,10/4/2019,64,40
S0141,10/5/2019,38,40
S0141,10/6/2019,32,41
S0141,10/7/2019,62,41
S0141,10/8/2019,70,41
S0141,10/9/2019,62,41
S0141,10/10/2019,69,41
S0141,10/11/2019,62,41
S0141,10/12/2019,33,41
S0141,10/13/2019,33,42
S0141,10/14/2019,54,42
S0141,10/15/2019,54,42
S0141,10/16/2019,54,42
S0141,10/17/2019,61,42
S0141,10/18/2019,54,42
S0141,10/19/2019,54,42
S0141,10/20/2019,54,43
S0141,10/21/2019,56,43
S0141,10/22/2019,56,43
S0141,10/23/2019,56,43
S0141,10/24/2019,62,43
S0141,10/25/2019,56,43
S0141,10/26/2019,56,43
S0141,10/27/2019,56,44
S0141,10/28/2019,56,44
S0141,10/29/2019,56,44
S0141,10/30/2019,56,44
S0141,10/31/2019,63,44
S0142,10/1/2019,276,40
S0142,10/2/2019,267,40
S0142,10/3/2019,261,40
S0142,10/4/2019,267,40
S0142,10/5/2019,274,40
S0142,10/6/2019,302,41
S0142,10/7/2019,282,41
S0142,10/8/2019,271,41
S0142,10/9/2019,282,41
S0142,10/10/2019,275,41
S0142,10/11/2019,282,41
S0142,10/12/2019,299,41
S0142,10/13/2019,299,42
S0142,10/14/2019,302,42
S0142,10/15/2019,303,42
S0142,10/16/2019,303,42
S0142,10/17/2019,296,42
S0142,10/18/2019,303,42
S0142,10/19/2019,303,42
S0142,10/20/2019,303,43
S0142,10/21/2019,316,43
S0142,10/22/2019,316,43
S0142,10/23/2019,316,43
S0142,10/24/2019,309,43
S0142,10/25/2019,316,43
S0142,10/26/2019,316,43
S0142,10/27/2019,316,44
S0142,10/28/2019,268,44
S0142,10/29/2019,268,44
S0142,10/30/2019,268,44
S0142,10/31/2019,261,44
S0143,10/1/2019,93,40
S0143,10/2/2019,94,40
S0143,10/3/2019,92,40
S0143,10/4/2019,95,40
S0143,10/5/2019,116,40
S0143,10/6/2019,109,41
S0143,10/7/2019,93,41
S0143,10/8/2019,91,41
S0143,10/9/2019,93,41
S0143,10/10/2019,90,41
S0143,10/11/2019,92,41
S0143,10/12/2019,108,41
S0143,10/13/2019,108,42
S0143,10/14/2019,95,42
S0143,10/15/2019,95,42
S0143,10/16/2019,95,42
S0143,10/17/2019,92,42
S0143,10/18/2019,95,42
S0143,10/19/2019,95,42
S0143,10/20/2019,95,43
S0143,10/21/2019,93,43
S0143,10/22/2019,93,43
S0143,10/23/2019,93,43
S0143,10/24/2019,90,43
S0143,10/25/2019,93,43
S0143,10/26/2019,93,43
S0143,10/27/2019,93,44
S0143,10/28/2019,93,44
S0143,10/29/2019,93,44
S0143,10/30/2019,92,44
S0143,10/31/2019,89,44
